scan,symbol,when,bar,sector,cap,entry,signal_move,ret_15m,ctl_15m,exc_15m,mfe_15m,mae_15m,mfe_ctl_15m,ret_30m,ctl_30m,exc_30m,mfe_30m,mae_30m,mfe_ctl_30m,ret_1h,ctl_1h,exc_1h,mfe_1h,mae_1h,mfe_ctl_1h,ret_2h,ctl_2h,exc_2h,mfe_2h,mae_2h,mfe_ctl_2h,ret_EOD,ctl_EOD,exc_EOD,mfe_EOD,mae_EOD,mfe_ctl_EOD,ret_2d,ctl_2d,exc_2d,mfe_2d,mae_2d,mfe_ctl_2d,ret_5d,ctl_5d,exc_5d,mfe_5d,mae_5d,mfe_ctl_5d
NARC1HR,ABB,2026-07-16 10:15:00,2026-07-16 11:15:00,Industrials,Largecap,7850.5,7.137495735243937,-0.40124832813196454,-0.10008438942093628,-0.30116393871102826,0.6369021081459758,-0.8980319724858243,0.2675487702495831,-0.6496401503088944,-0.15216201407066007,-0.49747813623823434,0.6369021081459758,-0.8980319724858243,0.30443859041760385,-0.5795809184128364,-0.12858242743812276,-0.4509984909747137,0.6369021081459758,-0.8980319724858243,0.36082507403402075,-2.203681294185089,-0.4086377530376647,-1.7950435411474244,0.6369021081459758,-2.522132348258077,0.4131561756893432,-3.9742691548309006,-0.9430853197408202,-3.03118383509008,0.6369021081459758,-4.018852302401122,0.8658926074191647,-4.814979937583597,-0.3244854047023698,-4.490494532881227,0.6369021081459758,-5.528310298707084,1.367299464024112,-2.4966562639322287,-1.132821138963579,-1.3638351249686498,0.6369021081459758,-5.528310298707084,2.3255242938475713
NARC1HR,TITAN,2026-07-16 10:15:00,2026-07-16 11:15:00,Consumer Discretionary,Largecap,4645.5,0.602031314290663,0.48433968356473844,-0.10008438942093628,0.5844240729856747,0.5015606500914815,-0.11624152405552701,0.2675487702495831,0.137767732213967,-0.15216201407066007,0.2899297462846271,0.5015606500914815,-0.11624152405552701,0.30443859041760385,-0.2044989775051076,-0.12858242743812276,-0.07591655006698483,0.5015606500914815,-0.29490905177053106,0.36082507403402075,-0.1506834571090354,-0.4086377530376647,0.2579542959286293,0.5015606500914815,-0.355182434614143,0.4131561756893432,-0.2755354644279451,-0.9430853197408202,0.6675498553128751,0.5015606500914815,-0.7620277688085153,0.8658926074191647,0.019373587342585985,-0.3244854047023698,0.3438589920449558,0.5015606500914815,-0.7620277688085153,1.367299464024112,0.9406952965235194,-1.132821138963579,2.0735164354870985,1.8835432138628816,-0.7620277688085153,2.3255242938475713
NARC1HR,SIEMENS,2026-07-16 10:15:00,2026-07-16 11:15:00,Industrials,Largecap,3671.9,1.9405885619100616,0.6917399711321215,-0.10008438942093628,0.7918243605530577,1.4597347422315332,-0.04902094283614211,0.2675487702495831,0.6726762711402712,-0.15216201407066007,0.8248382852109313,1.4597347422315332,-0.04902094283614211,0.30443859041760385,0.792505242517505,-0.12858242743812276,0.9210876699556277,1.4597347422315332,-0.04902094283614211,0.36082507403402075,-0.48748604264822193,-0.4086377530376647,-0.07884828961055723,1.4597347422315332,-0.7707181568125554,0.4131561756893432,-0.44663525695144424,-0.9430853197408202,0.496450062789376,1.4597347422315332,-1.5550532421906849,0.8658926074191647,-0.5446771426237063,-0.3244854047023698,-0.22019173792133645,1.4597347422315332,-1.5550532421906849,1.367299464024112,0.6536125711484431,-1.132821138963579,1.786433710112022,1.4597347422315332,-1.5550532421906849,2.3255242938475713
NARC1HR,SRF,2026-07-16 10:15:00,2026-07-16 11:15:00,Chemicals,Largecap,2861.5,-1.1230131306150692,0.19220688450114487,-0.10008438942093628,0.29229127392208115,0.33199370959287045,-0.12231347195527098,0.2675487702495831,0.05940940066397893,-0.15216201407066007,0.211571414734639,0.38790843962956956,-0.12231347195527098,0.30443859041760385,0.6115673597763438,-0.12858242743812276,0.7401497872144666,0.6220513716582277,-0.12231347195527098,0.36082507403402075,0.3809190983749877,-0.4086377530376647,0.7895568514126524,0.6465140660492752,-0.12231347195527098,0.4131561756893432,0.0034946706272798167,-0.9430853197408202,0.9465799903681,1.8661541149746608,-0.29704700331993905,0.8658926074191647,0.8142582561593725,-0.3244854047023698,1.1387436608617423,1.8661541149746608,-0.5451686178577608,1.367299464024112,-4.857592171937797,-1.132821138963579,-3.7247710329742176,3.7917176306133227,-5.6473877337061,2.3255242938475713
NARC1HR,TECHM,2026-07-16 10:15:00,2026-07-16 11:15:00,I.T,Largecap,1530.9,0.1897905759162377,-0.3331373701744189,-0.10008438942093628,-0.23305298075348263,0.0718531582729165,-0.4245868443399359,0.2675487702495831,-0.4115226337448652,-0.15216201407066007,-0.2593606196742051,0.0718531582729165,-0.5160363185054639,0.30443859041760385,-0.4049905284473243,-0.12858242743812276,-0.27640810100920155,0.0718531582729165,-0.8687700045724833,0.36082507403402075,-0.9863478999281527,-0.4086377530376647,-0.577710146890488,0.0718531582729165,-1.339081585995161,0.4131561756893432,-0.03266052648768225,-0.9430853197408202,0.910424793253138,2.090273695211975,-1.7440721144424853,0.8658926074191647,3.3052452805539145,-0.3244854047023698,3.6297306852562845,5.036253184401329,-1.7440721144424853,1.367299464024112,1.7832647462276974,-1.132821138963579,2.9160858851912765,5.467372134038784,-1.7440721144424853,2.3255242938475713
NARC1HR,ADANIPORTS,2026-07-16 10:15:00,2026-07-16 11:15:00,Transportation,Largecap,1853.6,1.190086253957845,0.07552870090634656,-0.10008438942093628,0.17561309032728284,0.29132498921018435,-0.0269745360379825,0.2675487702495831,-0.16724212343547373,-0.15216201407066007,-0.01508010936481366,0.3290893396633576,-0.22658610271902857,0.30443859041760385,-0.2967198964177853,-0.12858242743812276,-0.16813746897966253,0.3290893396633576,-0.39922313336210324,0.36082507403402075,-0.8416055243849807,-0.4086377530376647,-0.432967771347316,0.3290893396633576,-0.8955545964609346,0.4131561756893432,-1.397280966767367,-0.9430853197408202,-0.4541956470265467,0.3290893396633576,-1.969141130772556,0.8658926074191647,-0.7121277514026692,-0.3244854047023698,-0.38764234670029935,0.3290893396633576,-1.969141130772556,1.367299464024112,-2.1417781614156084,-1.132821138963579,-1.0089570224520295,0.3290893396633576,-3.107466551575311,2.3255242938475713
NARC1HR,PGEL,2026-07-16 10:15:00,2026-07-16 11:15:00,Consumer Discretionary,Midcap,617.95,2.2249793217535174,0.8657658386600708,-0.10008438942093628,0.9658502280810071,2.1118213447689937,-0.4773849016910803,0.2675487702495831,0.29937697224693416,-0.15216201407066007,0.45153898631759426,2.1118213447689937,-0.4773849016910803,0.30443859041760385,-0.07282142568170169,-0.12858242743812276,0.05576100175642107,2.1118213447689937,-0.4773849016910803,0.36082507403402075,-0.6068452140140734,-0.4086377530376647,-0.19820746097640873,2.1118213447689937,-0.7767618739380366,0.4131561756893432,-1.5130674002751032,-0.9430853197408202,-0.569982080534283,2.1118213447689937,-2.257464196132375,0.8658926074191647,-1.1246864633061016,-0.3244854047023698,-0.8002010586037318,2.1118213447689937,-2.257464196132375,1.367299464024112,-5.332146613803712,-1.132821138963579,-4.1993254748401325,2.1118213447689937,-7.751436200339845,2.3255242938475713
NARC1HR,ANGELONE,2026-07-16 10:15:00,2026-07-16 11:15:00,Financials,Largecap,353.45,2.881676611846884,-2.5887678596689723,-0.10008438942093628,-2.488683470248036,0.5234120809166853,-3.4941292969302484,0.2675487702495831,-3.4516904795586334,-0.15216201407066007,-3.2995284654879735,0.5234120809166853,-3.706323383788357,0.30443859041760385,-3.3809591172725972,-0.12858242743812276,-3.2523766898344744,0.5234120809166853,-3.720469656245573,0.36082507403402075,-4.286320554533873,-0.4086377530376647,-3.877682801496208,0.5234120809166853,-4.540953458763619,0.4131561756893432,-7.865327486207385,-0.9430853197408202,-6.922242166466565,0.5234120809166853,-8.600933653982167,0.8658926074191647,-7.2004526807186275,-0.3244854047023698,-6.875967276016258,0.5234120809166853,-8.600933653982167,1.367299464024112,-12.74579148394398,-1.132821138963579,-11.612970344980402,0.5234120809166853,-12.830669118687222,2.3255242938475713
NARC1HR,SWIGGY,2026-07-16 10:15:00,2026-07-16 11:15:00,I.T,Largecap,281.25,0.46078011144450315,-0.8071111111111029,-0.10008438942093628,-0.7070267216901667,0.0,-1.2942222222222188,0.2675487702495831,0.18133333333332224,-0.15216201407066007,0.33349534740398235,0.3235555555555658,-1.2942222222222188,0.30443859041760385,-0.5653333333333288,-0.12858242743812276,-0.43675090589520604,0.3235555555555658,-1.2942222222222188,0.36082507403402075,-0.7146666666666635,-0.4086377530376647,-0.30602891362899876,0.3235555555555658,-1.2942222222222188,0.4131561756893432,-2.3004444444444494,-0.9430853197408202,-1.3573591247036292,0.3235555555555658,-4.995555555555564,0.8658926074191647,-2.791111111111122,-0.3244854047023698,-2.466625706408752,0.3235555555555658,-4.995555555555564,1.367299464024112,-5.354666666666663,-1.132821138963579,-4.221845527703084,0.3235555555555658,-7.199999999999996,2.3255242938475713
NARC1HR,ABB,2026-07-16 11:15:00,2026-07-16 12:15:00,Industrials,Largecap,7822.5,-0.3566651805617438,-0.4921700223713632,-0.08981992302502827,-0.4023500993463349,0.08309364014063014,-1.0418664109939302,0.23179131713971837,-1.6235218919782635,-0.2011012376917419,-1.4224206542865216,0.08309364014063014,-1.6490891658676898,0.2477849812058584,-1.8536273569830564,-0.2538298472024225,-1.5997975097806338,0.08309364014063014,-2.1732182806008304,0.2716012634928548,-2.0134228187919434,-0.3946986399836588,-1.6187241788082847,0.08309364014063014,-2.5567273889421593,0.3244678456109944,-3.1383828699264926,-0.7302814000291387,-2.408101469897354,0.08309364014063014,-3.6752956216043464,0.8529963851834631,-4.455097475231707,-0.2727886595810299,-4.182308815650677,0.08309364014063014,-5.190156599552576,1.420275354352156,-2.933844678811126,-1.193818421046459,-1.740026257764667,0.08309364014063014,-5.190156599552576,2.3991250916934392
