symbol,type,strike,cycle,from,to,multiple,start,end,bars,dte_at_low,stock_1h_before,moneyness_at_low
EXIDEIND,CALL,355.0,202502,0.35,1.35,3.8571428571428577,2025-02-27 12:45:00,2025-02-27 14:45:00,6,0,-0.18333098293612515,-0.3943661971830936
HEROMOTOCO,CALL,6050.0,202511,7.0,27.0,3.857142857142857,2025-11-25 12:45:00,2025-11-25 14:30:00,6,2,0.09928021841647539,-0.008264462809914885
GODREJPROP,CALL,1950.0,202502,1.3,5.0,3.846153846153846,2025-02-27 14:00:00,2025-02-27 14:30:00,1,0,-0.4816807583909899,-0.31025641025640427
HAL,CALL,4450.0,202601,33.25,127.8,3.843609022556391,2025-12-26 13:15:00,2026-01-05 09:15:00,3,34,0.004494483022110529,0.0022471910112509264
TECHM,CALL,1440.0,202605,2.5,9.6,3.84,2026-05-26 09:45:00,2026-05-26 14:30:00,9,2,0.4807022432771202,0.15972222222222499
RBLBANK,CALL,190.0,202504,1.0,3.8,3.8,2025-04-23 09:45:00,2025-04-23 10:15:00,1,1,-0.8147174770039456,-0.6842105263157983
TORNTPOWER,CALL,1300.0,202511,2.25,8.5,3.7777777777777777,2025-11-24 11:30:00,2025-11-24 15:15:00,14,3,-0.03873866893933098,-0.7538461538461494
HAL,CALL,4400.0,202601,33.95,128.1,3.7731958762886593,2025-12-26 15:15:00,2026-01-02 15:00:00,64,34,-0.22609600036175292,0.2931818181818091
HEROMOTOCO,CALL,5150.0,202604,65.6,247.45,3.7721036585365857,2026-03-27 13:30:00,2026-04-01 10:00:00,4,34,-0.08697332817936276,0.3786407766990241
GRASIM,CALL,2840.0,202601,18.0,67.8,3.7666666666666666,2025-12-26 10:15:00,2025-12-31 10:45:00,1,34,0.2896298389375662,-0.021126760563372482
CAMS,CALL,640.0,202604,7.1,26.7,3.76056338028169,2026-03-27 11:15:00,2026-04-02 13:00:00,23,34,-0.3103421522228311,0.3828125000000071
TRENT,CALL,5300.0,202504,7.0,26.3,3.757142857142857,2025-04-24 10:30:00,2025-04-24 11:45:00,5,0,-1.2030371758209202,-0.7547169811320753
IREDA,CALL,128.0,202601,0.24,0.9,3.7500000000000004,2026-01-27 09:15:00,2026-01-27 10:15:00,2,2,-0.17191529264671823,0.0
HCLTECH,CALL,1520.0,202510,1.6,6.0,3.75,2025-10-28 11:15:00,2025-10-28 15:15:00,7,2,-0.8296857646828304,-0.1315789473684159
HEROMOTOCO,CALL,5700.0,202601,43.8,164.0,3.744292237442923,2025-12-26 09:15:00,2025-12-31 09:45:00,3,34,0.2897532706997996,0.19298245614034482
GRASIM,CALL,2820.0,202601,18.35,68.7,3.7438692098092643,2025-12-26 10:00:00,2026-01-01 12:30:00,13,34,-0.27202713205680684,0.10283687943262176
M&M,CALL,3200.0,202507,15.9,59.5,3.742138364779874,2025-07-30 11:15:00,2025-07-30 15:15:00,4,1,-0.36359077231694625,-0.6624999999999992
LODHA,CALL,1080.0,202601,10.0,37.4,3.7399999999999998,2025-12-26 10:30:00,2026-01-02 13:00:00,16,34,-0.16648168701441923,-0.055555555555542036
ASIANPAINT,CALL,2260.0,202604,20.3,75.85,3.736453201970443,2026-03-27 09:15:00,2026-04-08 11:00:00,2,34,-0.3951180964088197,0.3893805309734599
POWERINDIA,CALL,25000.0,202604,350.0,1304.75,3.7278571428571428,2026-03-27 11:45:00,2026-04-02 14:15:00,17,34,-1.0845986984815648,0.32000000000000917
WIPRO,CALL,270.0,202506,0.35,1.3,3.714285714285715,2025-06-25 10:45:00,2025-06-25 13:30:00,9,1,-0.13804939929855653,-0.8888888888888835
ASIANPAINT,CALL,2500.0,202510,3.5,13.0,3.7142857142857144,2025-10-28 14:30:00,2025-10-28 15:15:00,3,2,-0.1915479468454495,0.043999999999999595
TRENT,CALL,4300.0,202601,36.9,137.0,3.7127371273712737,2025-12-26 11:00:00,2026-01-02 10:15:00,36,34,-0.4979181124219245,0.034883720930234396
SHRIRAMFIN,CALL,910.0,202604,13.6,50.4,3.7058823529411766,2026-03-27 13:00:00,2026-04-01 09:45:00,2,34,0.6942148760330502,0.4175824175824072
AXISBANK,CALL,1200.0,202505,1.15,4.25,3.695652173913044,2025-05-29 09:30:00,2025-05-29 15:00:00,10,0,-0.025081514923497306,-0.35000000000000586
SWIGGY,CALL,255.0,202605,0.65,2.4,3.692307692307692,2026-05-26 09:45:00,2026-05-26 10:30:00,3,2,1.8000000000000016,-0.19607843137254832
GRASIM,CALL,2740.0,202510,20.05,73.8,3.680798004987531,2025-09-26 15:15:00,2025-10-01 10:00:00,1,34,-0.040056807836563735,0.18248175182482562
POLICYBZR,CALL,1800.0,202507,5.9,21.7,3.677966101694915,2025-07-31 09:45:00,2025-07-31 11:45:00,7,0,-1.7014270032930878,-0.5000000000000004
POLICYBZR,CALL,1460.0,202604,21.8,80.0,3.6697247706422016,2026-03-27 14:45:00,2026-04-01 10:45:00,1,34,-0.40081521739131487,0.417808219178073
SHRIRAMFIN,CALL,1000.0,202601,1.95,7.15,3.666666666666667,2026-01-27 11:15:00,2026-01-27 15:15:00,3,2,-0.10506829439136389,-0.17000000000000348
KALYANKJIL,CALL,480.0,202502,0.3,1.1,3.666666666666667,2025-02-27 13:15:00,2025-02-27 13:30:00,1,0,0.6911217437533201,-1.3541666666666674
ANGELONE,CALL,2150.0,202510,30.5,111.7,3.6622950819672133,2025-09-26 13:15:00,2025-10-01 15:15:00,26,34,-0.37079953650058783,-0.032558139534877295
HCLTECH,CALL,1540.0,202510,2.9,10.6,3.6551724137931036,2025-10-27 09:15:00,2025-10-27 11:30:00,9,3,0.8958566629339471,-0.5389610389610389
SOLARINDS,CALL,14000.0,202510,144.9,529.0,3.6507936507936507,2025-09-26 10:30:00,2025-10-06 10:30:00,9,34,-0.5192772798406575,-0.1071428571428612
IEX,CALL,140.0,202510,1.65,6.0,3.6363636363636367,2025-09-26 09:45:00,2025-10-01 15:15:00,25,34,0.2430828626581949,0.15000000000000568
MCX,CALL,8000.0,202510,89.2,323.55,3.627242152466368,2025-09-26 12:00:00,2025-10-03 09:45:00,11,34,-0.1000375140677856,-0.1375000000000015
ANGELONE,CALL,2500.0,202601,7.5,27.2,3.6266666666666665,2026-01-27 11:00:00,2026-01-27 12:15:00,4,2,-1.5557306025994588,-0.024000000000001798
COALINDIA,CALL,390.0,202510,2.4,8.7,3.625,2025-09-26 13:15:00,2025-10-01 11:15:00,4,34,-0.3955595253285704,0.07692307692308553
MCX,CALL,5200.0,202503,10.5,38.0,3.619047619047619,2025-03-27 12:15:00,2025-03-27 15:00:00,7,0,-0.9076066077602807,-0.7913461538461508
HINDZINC,CALL,460.0,202505,1.05,3.8,3.6190476190476186,2025-05-29 12:30:00,2025-05-29 13:30:00,4,0,-0.5300162249864737,-0.04347826086956719
GRASIM,CALL,2740.0,202507,3.2,11.55,3.609375,2025-07-31 10:15:00,2025-07-31 11:45:00,5,0,-0.7914896706967323,-0.27372262773722733
WIPRO,CALL,270.0,202503,0.75,2.7,3.6,2025-03-26 14:45:00,2025-03-27 11:15:00,9,1,-0.27938163531383564,-0.8703703703703769
BHEL,CALL,417.5,202605,0.25,0.9,3.6,2026-05-26 13:15:00,2026-05-26 14:15:00,4,2,0.11984659635666528,0.04790419161675441
TMPV,CALL,350.0,202604,0.75,2.7,3.6,2026-04-28 14:00:00,2026-04-28 14:45:00,2,2,-0.19951546244835194,0.04285714285714448
NMDC,CALL,76.0,202510,0.75,2.7,3.6,2025-09-26 11:00:00,2025-10-01 14:30:00,24,34,0.25062656641603454,0.0
IREDA,CALL,115.0,202604,1.52,5.47,3.5986842105263155,2026-03-27 14:30:00,2026-04-06 14:30:00,18,34,-0.7141013507700245,0.3478260869565375
NATIONALUM,CALL,160.0,202504,0.85,3.05,3.5882352941176467,2025-04-23 10:30:00,2025-04-23 13:15:00,11,1,-1.8897246223658848,-1.3562499999999922
M&M,CALL,2750.0,202502,5.0,17.85,3.5700000000000003,2025-02-27 10:15:00,2025-02-27 10:30:00,1,0,-0.9929206752586683,-0.8309090909090822
SOLARINDS,CALL,13750.0,202510,156.35,558.1,3.5695554844899267,2025-09-26 15:15:00,2025-10-03 09:15:00,2,34,-0.2031488065007636,0.03636363636363438
HINDZINC,CALL,460.0,202504,0.8,2.85,3.5625,2025-04-24 12:00:00,2025-04-24 13:15:00,5,0,-0.672743055555558,-0.43478260869564966
MAZDOCK,CALL,2800.0,202507,3.5,12.45,3.557142857142857,2025-07-31 12:30:00,2025-07-31 14:00:00,6,0,0.429401363980797,-0.6000000000000116
HEROMOTOCO,CALL,5650.0,202601,36.6,130.0,3.551912568306011,2025-12-26 11:30:00,2026-01-12 11:45:00,8,34,-0.40542922615900423,0.0
TRENT,CALL,3450.0,202604,51.6,183.0,3.546511627906977,2026-03-27 10:00:00,2026-04-01 11:15:00,3,34,-0.32142548968850937,0.4492753623188461
ITC,CALL,410.0,202507,0.55,1.95,3.545454545454545,2025-07-31 09:30:00,2025-07-31 10:45:00,4,0,0.20884520884520974,-0.5243902439024284
NATIONALUM,CALL,342.5,202602,0.55,1.95,3.545454545454545,2026-02-24 14:45:00,2026-02-24 15:15:00,1,2,1.722857567206293,-0.0145985401459936
PGEL,CALL,590.0,202601,7.1,25.15,3.5422535211267605,2025-12-26 10:30:00,2026-01-02 09:45:00,3,34,0.39976184400782877,0.03389830508475633
LODHA,CALL,1180.0,202502,3.55,12.55,3.535211267605634,2025-02-27 12:30:00,2025-02-27 13:15:00,2,0,-0.6831230878839856,-0.0974576271186467
RELIANCE,CALL,1380.0,202510,8.8,31.1,3.534090909090909,2025-09-26 13:00:00,2025-10-07 09:30:00,5,34,0.10879025239338702,0.02173913043477249
RELIANCE,CALL,1370.0,202510,9.5,33.55,3.5315789473684207,2025-09-26 10:15:00,2025-10-01 09:15:00,4,34,0.2412986253290672,0.06569343065694344
OFSS,CALL,8500.0,202510,89.5,316.0,3.53072625698324,2025-09-26 15:00:00,2025-10-01 13:30:00,11,34,-0.7005253940455369,0.058823529411755615
HINDZINC,CALL,640.0,202601,7.7,27.0,3.5064935064935066,2025-12-26 11:00:00,2026-01-06 10:00:00,6,34,0.22739747510389652,-0.14062499999999423
INFY,CALL,1660.0,202601,6.6,23.1,3.5000000000000004,2025-12-26 10:30:00,2026-01-19 09:30:00,2,34,-0.2282282282282222,0.07228915662651492
IOC,CALL,145.0,202506,0.2,0.7,3.4999999999999996,2025-06-26 13:30:00,2025-06-26 14:45:00,5,0,0.20069204152248776,-0.14482758620689706
PGEL,CALL,490.0,202604,8.3,29.0,3.4939759036144573,2026-03-27 14:15:00,2026-04-01 10:30:00,1,34,-0.6551098568836955,0.581632653061237
KEI,CALL,3850.0,202507,3.85,13.45,3.4935064935064934,2025-07-31 11:00:00,2025-07-31 13:15:00,6,0,0.42519685039370536,-0.6181818181818177
TVSMOTOR,CALL,3450.0,202510,36.1,125.95,3.488919667590028,2025-09-26 10:15:00,2025-10-01 09:15:00,4,34,1.1481427103215314,-0.156521739130433
M&M,CALL,3200.0,202506,4.1,14.3,3.487804878048781,2025-06-25 12:15:00,2025-06-26 09:45:00,12,1,-0.10992462311557594,-0.6093750000000009
IOC,CALL,160.0,202601,1.15,4.01,3.4869565217391307,2025-12-26 10:15:00,2026-01-08 09:45:00,9,34,-1.1065092415157407,-0.012500000000004174
LT,CALL,3300.0,202504,2.5,8.7,3.4799999999999995,2025-04-24 12:45:00,2025-04-24 13:45:00,4,0,0.5635089856838249,0.04545454545454852
LAURUSLABS,CALL,670.0,202506,0.95,3.3,3.473684210526316,2025-06-26 11:00:00,2025-06-26 11:30:00,1,0,-0.5084872504299676,-0.7089552238805918
ANGELONE,CALL,2300.0,202503,18.0,62.5,3.4722222222222223,2025-03-20 14:45:00,2025-03-25 09:15:00,24,7,0.44533511467379494,-1.93913043478261
ABB,CALL,5500.0,202503,10.1,35.05,3.4702970297029703,2025-03-27 14:00:00,2025-03-27 15:00:00,4,0,-0.09363636363636241,-0.09363636363636241
NATIONALUM,CALL,185.0,202508,0.65,2.25,3.4615384615384612,2025-08-28 09:15:00,2025-08-28 10:45:00,6,0,-1.6265799157378136,-0.29189189189188225
ASHOKLEY,CALL,160.0,202605,0.22,0.76,3.4545454545454546,2026-05-26 13:15:00,2026-05-26 15:00:00,7,2,-0.4296656080702399,-0.06249999999999867
ANGELONE,CALL,240.0,202604,4.1,14.14,3.4487804878048784,2026-03-27 09:15:00,2026-04-01 11:30:00,9,34,-0.43639357760395514,0.766666666666671
TVSMOTOR,CALL,3300.0,202508,5.7,19.65,3.4473684210526314,2025-08-26 09:15:00,2025-08-26 10:15:00,4,2,-0.6848481159067443,-1.1242424242424165
PGEL,CALL,500.0,202603,4.15,14.3,3.4457831325301203,2026-03-23 15:15:00,2026-03-24 15:00:00,15,3,0.5173988028811971,-0.9200000000000097
INFY,CALL,1260.0,202604,16.3,56.15,3.4447852760736195,2026-03-27 15:15:00,2026-04-02 10:00:00,2,34,-0.6043481673337903,0.5079365079365239
COALINDIA,CALL,400.0,202504,0.45,1.55,3.4444444444444446,2025-04-24 11:15:00,2025-04-24 11:45:00,2,0,0.03759398496239186,-0.21250000000000435
GLENMARK,CALL,1880.0,202511,3.35,11.5,3.432835820895522,2025-11-25 13:30:00,2025-11-25 14:00:00,2,2,0.08522424629806569,-0.05319148936170359
TRENT,CALL,4300.0,202605,10.05,34.5,3.432835820895522,2026-05-26 09:30:00,2026-05-26 10:00:00,1,2,-0.6188118811881194,-0.558139534883717
TECHM,CALL,1720.0,202601,3.25,11.15,3.430769230769231,2026-01-27 11:15:00,2026-01-27 12:15:00,3,2,-0.3071217476965815,0.0232558139535044
GLENMARK,CALL,2040.0,202602,4.65,15.95,3.43010752688172,2026-02-24 13:30:00,2026-02-24 14:15:00,3,2,-0.05880335179105911,-0.02450980392156854
IREDA,CALL,165.0,202503,0.35,1.2,3.428571428571429,2025-03-27 12:15:00,2025-03-27 13:45:00,6,0,-1.447695196559462,-1.393939393939403
IOC,CALL,145.0,202604,0.35,1.2,3.428571428571429,2026-04-28 13:30:00,2026-04-28 15:00:00,3,2,-0.30964012936077756,-0.08275862068966022
IEX,CALL,190.0,202506,0.95,3.25,3.4210526315789473,2025-06-24 11:30:00,2025-06-25 09:45:00,11,2,-0.010652463382165855,-1.1947368421052706
ICICIBANK,CALL,1360.0,202510,9.3,31.7,3.408602150537634,2025-09-26 15:15:00,2025-10-01 10:00:00,4,34,0.20592777818635444,0.18382352941177516
IEX,CALL,125.0,202602,0.25,0.85,3.4,2026-02-24 12:00:00,2026-02-24 15:00:00,6,2,-0.27930731785172913,-0.0320000000000098
IEX,CALL,165.0,202502,0.9,3.05,3.3888888888888884,2025-02-25 10:15:00,2025-02-25 13:30:00,13,2,0.8513788635942987,-0.9272727272727321
HCLTECH,CALL,1580.0,202504,3.6,12.2,3.3888888888888884,2025-04-24 14:45:00,2025-04-24 15:00:00,1,0,-0.31569642631645856,-0.07594936708861244
NATIONALUM,CALL,410.0,202605,0.8,2.7,3.375,2026-05-26 11:15:00,2026-05-26 12:15:00,4,2,0.024390243902439046,0.024390243902439046
UNIONBANK,CALL,172.5,202604,2.76,9.31,3.373188405797102,2026-03-27 14:30:00,2026-04-06 10:15:00,14,34,-0.4129624318898739,0.6550724637681027
GLENMARK,CALL,1980.0,202510,18.75,63.0,3.36,2025-09-26 11:15:00,2025-10-03 13:00:00,11,34,-0.5075121853173159,0.0
PGEL,CALL,610.0,202602,1.55,5.2,3.3548387096774195,2026-02-24 09:30:00,2026-02-24 09:45:00,1,2,0.5803830528148479,-0.5655737704918118
LUPIN,CALL,1940.0,202507,1.5,5.0,3.3333333333333335,2025-07-31 12:00:00,2025-07-31 12:45:00,2,0,0.15514299012255872,-0.17010309278350233
HINDZINC,CALL,635.0,202601,7.75,25.75,3.3225806451612905,2025-12-26 13:45:00,2026-01-07 11:30:00,11,34,-0.4625637005096106,-0.03149606299213126
M&M,CALL,3450.0,202510,35.75,118.65,3.318881118881119,2025-09-26 12:15:00,2025-10-01 09:30:00,3,34,-0.5362394049472363,0.0
TVSMOTOR,CALL,2340.0,202502,3.45,11.45,3.3188405797101446,2025-02-27 09:30:00,2025-02-27 10:30:00,4,0,-1.3332768983323473,-0.38034188034188343
COFORGE,CALL,1160.0,202604,19.65,65.2,3.3180661577608146,2026-03-27 11:30:00,2026-04-02 10:30:00,23,34,0.12892135797164528,0.4310344827586299
OFSS,CALL,7700.0,202601,83.9,278.2,3.315852205005959,2025-12-26 10:45:00,2026-01-07 12:30:00,108,34,-0.10332579916048079,0.4480519480519529
INFY,CALL,1280.0,202604,16.6,54.85,3.3042168674698793,2026-03-27 09:30:00,2026-04-02 13:45:00,9,34,0.48464003752051177,0.4296875000000089
IEX,CALL,137.5,202510,1.35,4.45,3.2962962962962963,2025-09-26 14:00:00,2025-10-13 09:15:00,5,34,-0.34785129357201017,0.007272727272722435
HINDZINC,CALL,430.0,202508,2.05,6.75,3.2926829268292686,2025-08-22 15:00:00,2025-08-25 13:45:00,9,6,-0.3865979381443396,-1.1279069767441863
LODHA,CALL,1220.0,202503,1.4,4.6,3.2857142857142856,2025-03-27 13:15:00,2025-03-27 13:30:00,1,0,0.09459181575159903,-0.3852459016393528
TMPV,CALL,410.0,202510,1.3,4.25,3.269230769230769,2025-10-28 09:15:00,2025-10-28 09:30:00,1,2,0.5512679162072764,0.09756097560975618
IOC,CALL,161.0,202601,1.31,4.28,3.267175572519084,2025-12-26 09:30:00,2026-01-06 10:45:00,1,34,-0.07444168734489498,0.04968944099379424
RBLBANK,CALL,235.0,202506,0.8,2.6,3.25,2025-06-26 14:15:00,2025-06-26 15:00:00,1,0,0.10207553589656193,0.15319148936170368
UNIONBANK,CALL,145.0,202510,0.4,1.3,3.25,2025-10-28 11:00:00,2025-10-28 13:00:00,6,2,-0.9294696555494752,-0.027586206896546006
WIPRO,CALL,294.0,202502,0.4,1.3,3.25,2025-02-27 12:45:00,2025-02-27 14:45:00,5,0,-0.3234593122233509,-0.39115646258502945
WIPRO,CALL,177.5,202607,0.68,2.21,3.2499999999999996,2026-07-24 15:15:00,2026-07-27 15:00:00,20,6,-0.2818648176334593,-0.34366197183098857
COFORGE,CALL,1720.0,202507,3.7,12.0,3.243243243243243,2025-07-31 11:00:00,2025-07-31 12:00:00,4,0,0.4802623872554701,-0.2558139534883819
IEX,CALL,127.5,202607,0.37,1.2,3.243243243243243,2026-07-27 14:00:00,2026-07-27 15:15:00,5,3,-0.4986149584487509,-1.3960784313725494
POLICYBZR,CALL,1440.0,202604,26.3,85.25,3.241444866920152,2026-03-27 11:45:00,2026-04-01 13:30:00,1,34,0.8715660298424188,0.4652777777777839
KEI,CALL,4050.0,202510,50.45,163.2,3.2348860257680867,2025-09-26 15:15:00,2025-09-30 15:15:00,1,34,0.40061328453433465,0.24691358024691024
OFSS,CALL,8700.0,202510,95.85,310.0,3.2342201356285867,2025-09-26 11:45:00,2025-10-03 09:30:00,8,34,0.023013635579083314,-0.08620689655172153
M&M,CALL,3600.0,202601,24.65,79.6,3.22920892494929,2025-12-29 11:00:00,2026-01-12 11:45:00,5,31,-0.16533480297602487,0.6388888888888999
ABB,CALL,5700.0,202504,8.1,26.1,3.2222222222222223,2025-04-24 12:15:00,2025-04-24 13:15:00,3,0,-0.04381352961794205,0.061403508771928905
GRASIM,CALL,2780.0,202510,21.75,70.05,3.220689655172414,2025-09-26 09:15:00,2025-10-03 12:30:00,16,34,-0.13650896289110204,-0.0035971223021569187
DIXON,CALL,16500.0,202507,21.75,70.0,3.218390804597701,2025-07-31 10:45:00,2025-07-31 11:30:00,3,0,0.2816384007836792,-0.7333333333333303
SRF,CALL,2520.0,202604,2.8,9.0,3.2142857142857144,2026-04-28 12:45:00,2026-04-28 13:15:00,2,2,0.8127802690583108,-0.08333333333333526
TECHM,CALL,1380.0,202604,19.4,62.1,3.2010309278350517,2026-03-27 15:15:00,2026-04-02 10:00:00,2,34,-0.45226130653266416,0.4855072463768151
TORNTPOWER,CALL,1460.0,202506,1.25,4.0,3.2,2025-06-26 13:30:00,2025-06-26 15:00:00,1,0,-0.7213828773649178,-0.07534246575341408
MCX,CALL,7800.0,202507,10.0,32.0,3.2,2025-07-31 11:45:00,2025-07-31 12:45:00,4,0,0.5642755221170193,-0.6089743589743568
NMDC,CALL,68.0,202504,0.25,0.8,3.2,2025-04-23 12:15:00,2025-04-24 12:15:00,15,1,0.5367526464887584,-0.6176470588235339
SAIL,CALL,115.0,202504,0.75,2.4,3.1999999999999997,2025-04-23 10:30:00,2025-04-24 09:30:00,19,1,-1.3173755811951127,-0.3391304347826085
ABB,CALL,6000.0,202506,7.65,24.35,3.1830065359477127,2025-06-26 10:15:00,2025-06-26 12:30:00,9,0,-0.28380634390651194,-0.44999999999999485
GLENMARK,CALL,1960.0,202510,20.9,66.5,3.181818181818182,2025-09-26 14:00:00,2025-10-03 10:00:00,15,34,-0.3898734177215202,0.3724489795918329
SRF,CALL,2740.0,202605,2.2,7.0,3.1818181818181817,2026-05-26 13:00:00,2026-05-26 14:15:00,5,2,-0.46498111014240395,0.0
KALYANKJIL,CALL,600.0,202507,1.4,4.45,3.178571428571429,2025-07-31 09:30:00,2025-07-31 14:15:00,9,0,-1.4677991259173684,-0.4249999999999976
CAMS,CALL,760.0,202604,2.0,6.35,3.175,2026-04-28 09:30:00,2026-04-28 11:45:00,4,2,-0.690017743313398,-0.5789473684210455
TECHM,CALL,1600.0,202601,15.35,48.7,3.1726384364820848,2025-12-26 14:30:00,2026-01-01 15:15:00,48,34,-0.2912200260239195,0.5749999999999922
CAMS,CALL,750.0,202601,7.9,25.05,3.170886075949367,2025-12-26 14:45:00,2026-01-02 12:00:00,9,34,-0.42440318302388036,0.10666666666665492
NATIONALUM,PUT,350.0,202607,4.8,15.2,3.1666666666666665,2026-07-23 11:00:00,2026-07-29 11:30:00,6,7,0.620222126063763,0.34403669724769603
INFY,CALL,1580.0,202505,1.2,3.8,3.1666666666666665,2025-05-29 14:00:00,2025-05-29 14:45:00,1,0,0.0,0.05063291139240089
LT,CALL,3640.0,202506,4.3,13.6,3.1627906976744184,2025-06-26 10:30:00,2025-06-26 14:30:00,9,0,0.09097926775474274,-0.26098901098901006
RELIANCE,CALL,1350.0,202604,14.8,46.65,3.1520270270270268,2026-03-27 14:00:00,2026-04-02 09:15:00,1,34,0.17755419101870284,0.3037037037036949
HCLTECH,CALL,1400.0,202510,12.0,37.75,3.1458333333333335,2025-09-26 12:45:00,2025-10-06 09:45:00,18,34,-0.07850974234528962,0.0
SAIL,CALL,159.0,202602,0.7,2.2,3.1428571428571432,2026-02-19 12:15:00,2026-02-20 12:30:00,8,7,0.050454086781015484,-0.22641509433962703
LUPIN,CALL,1900.0,202502,1.05,3.3,3.1428571428571423,2025-02-27 13:15:00,2025-02-27 14:00:00,3,0,0.5199490662139095,-0.2842105263157979
KAYNES,CALL,7300.0,202510,95.25,299.2,3.141207349081365,2025-09-26 14:15:00,2025-10-08 09:30:00,17,34,-0.6865610767452957,0.068493150684934
GODREJPROP,CALL,2350.0,202506,9.25,29.0,3.135135135135135,2025-06-26 11:30:00,2025-06-26 13:15:00,4,0,-1.0544003360638432,0.22978723404256662
KEI,CALL,3000.0,202504,1.9,5.95,3.1315789473684212,2025-04-24 11:45:00,2025-04-24 13:45:00,7,0,-0.4342017368069495,-0.6333333333333302
UNIONBANK,CALL,170.0,202604,0.4,1.25,3.125,2026-04-28 14:15:00,2026-04-28 14:30:00,1,2,0.17682423670872804,-0.023529411764700026
WIPRO,CALL,200.0,202604,1.28,4.0,3.125,2026-04-24 15:15:00,2026-04-29 14:30:00,1,6,0.14561888024102743,-0.28000000000000247
ASIANPAINT,CALL,2500.0,202508,1.2,3.75,3.125,2025-08-28 13:15:00,2025-08-28 14:00:00,3,0,-0.5333970225300355,-0.04799999999999249
INDIGO,CALL,5500.0,202504,11.45,35.75,3.122270742358079,2025-04-24 09:30:00,2025-04-24 11:00:00,5,0,-0.8573233462683905,-0.12727272727273142
BEL,CALL,400.0,202601,3.85,12.0,3.116883116883117,2025-12-26 13:00:00,2026-01-02 12:45:00,34,34,-0.6690620740924302,0.21250000000001545
ASIANPAINT,CALL,2780.0,202601,21.0,65.45,3.1166666666666667,2025-12-26 09:15:00,2026-01-02 09:15:00,36,34,0.11845364155209648,0.33093525179854755
TORNTPOWER,CALL,1240.0,202510,13.05,40.6,3.111111111111111,2025-09-26 11:15:00,2025-10-07 13:00:00,2,34,-0.26489003050248483,0.20161290322580072
RELIANCE,CALL,1370.0,202604,14.8,45.95,3.10472972972973,2026-03-27 10:30:00,2026-04-01 09:15:00,1,34,-0.5861919235779389,0.2554744525547381
COFORGE,CALL,1740.0,202507,3.35,10.4,3.1044776119402986,2025-07-31 12:15:00,2025-07-31 13:15:00,4,0,0.8091745255559557,-0.4770114942528658
GRASIM,CALL,2800.0,202508,2.2,6.8,3.0909090909090904,2025-08-28 13:45:00,2025-08-28 14:15:00,2,0,-0.24988398243672716,-0.20357142857142518
IEX,CALL,185.0,202506,1.1,3.4,3.0909090909090904,2025-06-23 15:00:00,2025-06-24 15:15:00,10,3,-0.12031062014657978,-1.2756756756756804
HCLTECH,CALL,1660.0,202505,0.55,1.7,3.0909090909090904,2025-05-29 12:30:00,2025-05-29 13:00:00,1,0,-0.1264755480607116,-0.10240963855422391
BEL,CALL,405.0,202601,3.35,10.35,3.08955223880597,2025-12-26 11:15:00,2026-01-02 10:00:00,3,34,-0.17262638717632228,-0.04938271604938427
KAYNES,CALL,3200.0,202606,25.95,80.1,3.0867052023121384,2026-06-16 09:45:00,2026-06-24 12:30:00,30,9,3.5972623179473917,-0.19374999999999254
SAIL,CALL,200.0,202605,0.6,1.85,3.0833333333333335,2026-05-25 11:00:00,2026-05-26 09:15:00,3,3,-0.48792756539235427,-0.6099999999999994
DIXON,CALL,15000.0,202505,102.25,314.95,3.0801955990220047,2025-05-23 11:45:00,2025-05-26 12:30:00,16,6,-0.14750251424739957,-0.7466666666666621
LUPIN,CALL,2140.0,202601,3.25,10.0,3.076923076923077,2026-01-27 11:15:00,2026-01-27 12:00:00,2,2,-0.03265686960577385,0.13084112149532867
SAIL,CALL,110.0,202502,1.3,4.0,3.0769230769230766,2025-02-20 13:15:00,2025-02-21 14:30:00,21,7,-0.3776365478493138,-1.6727272727272813
POLICYBZR,CALL,1660.0,202504,6.7,20.6,3.074626865671642,2025-04-24 12:45:00,2025-04-24 13:00:00,1,0,-0.048053820278703974,0.060240963855417995
OFSS,CALL,8600.0,202510,92.8,284.95,3.070581896551724,2025-09-26 13:30:00,2025-10-01 13:45:00,1,34,-0.8528293188890146,0.034883720930234396
MAZDOCK,CALL,2800.0,202510,42.45,130.25,3.06831566548881,2025-09-29 10:15:00,2025-10-01 10:45:00,5,31,-0.6273217915469309,1.267857142857154
KEI,CALL,4100.0,202510,50.95,156.1,3.0637880274779192,2025-09-26 12:45:00,2025-10-06 12:45:00,15,34,-0.3092507366011632,-0.14634146341463428
TORNTPOWER,CALL,1280.0,202601,13.0,39.8,3.0615384615384613,2025-12-26 10:15:00,2025-12-31 09:15:00,4,34,-0.4183128050197604,0.4296875000000089
POLICYBZR,CALL,1700.0,202510,22.75,69.5,3.0549450549450547,2025-09-26 12:15:00,2025-10-01 09:30:00,4,34,-0.7753293692433383,0.12352941176470011
WIPRO,CALL,265.0,202601,2.21,6.75,3.054298642533937,2025-12-26 14:30:00,2026-01-08 11:30:00,49,34,-0.262664165103188,0.30188679245284344
KEI,CALL,4450.0,202601,50.8,155.15,3.0541338582677167,2025-12-26 09:15:00,2026-01-08 11:00:00,27,34,0.9872004357298403,-0.002247191011239824
