expiry,roi,quoted,win,n
2025-02-27,47.57480203521941,36.33107869850939,80.85106382978722,141
2025-03-27,-21.14745379884166,16.542459893048125,39.436619718309856,142
2025-04-24,-92.69708995051562,-1.419209039548033,10.416666666666668,144
2025-05-29,-13.070124869595109,27.715373389225277,44.370860927152314,151
2025-06-26,-18.17015919968616,34.79316320744017,30.967741935483872,155
2025-07-31,0.10181801625579341,31.1754105263158,75.75757575757575,165
2026-06-30,-15.845268197157525,7.807722900401156,64.34108527131784,129
2026-07-28,32.29635026743161,28.56151498437211,61.240310077519375,129
